id,offering_id,subject_code,term,type,title,max_marks,weightage_pct,due_date,status
857,210,24EE101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
858,210,24EE101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
859,210,24EE101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
860,210,24EE101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
861,210,24EE101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
862,210,24EE101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
863,211,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
864,211,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
865,212,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
866,212,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
867,213,24HS103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
868,213,24HS103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
869,213,24HS103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
870,213,24HS103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
871,213,24HS103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
872,213,24HS103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
873,214,24HS104T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
874,214,24HS104T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
875,214,24HS104T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
876,214,24HS104T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
877,214,24HS104T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
878,214,24HS104T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
879,215,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
880,215,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
881,215,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
882,215,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
883,215,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
884,215,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
885,216,24YOG101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
886,216,24YOG101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
887,216,24YOG101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
888,216,24YOG101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
889,216,24YOG101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
890,216,24YOG101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
891,217,24NSS101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
892,217,24NSS101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
893,217,24NSS101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
894,217,24NSS101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
895,217,24NSS101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
896,217,24NSS101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
897,218,24NCC101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
898,218,24NCC101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
899,218,24NCC101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
900,218,24NCC101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
901,218,24NCC101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
902,218,24NCC101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
903,219,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
904,219,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
905,219,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
906,219,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
907,219,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
908,219,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
909,220,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
910,220,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
911,220,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
912,220,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
913,220,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
914,220,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
915,221,24CH101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
916,221,24CH101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
917,221,24CH101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
918,221,24CH101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
919,221,24CH101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
920,221,24CH101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
921,222,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
922,222,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
923,223,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
924,223,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
925,224,24EE101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
926,224,24EE101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
927,224,24EE101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
928,224,24EE101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
929,224,24EE101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
930,224,24EE101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
931,225,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
932,225,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
933,226,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
934,226,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
935,227,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
936,227,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
937,228,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
938,228,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
939,229,24YOG101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
940,229,24YOG101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
941,229,24YOG101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
942,229,24YOG101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
943,229,24YOG101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
944,229,24YOG101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
945,230,24NCC101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-23,graded
946,230,24NCC101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
947,230,24NCC101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
948,230,24NCC101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
949,230,24NCC101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
950,230,24NCC101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
951,231,24NSS101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
952,231,24NSS101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
953,231,24NSS101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
954,231,24NSS101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
955,231,24NSS101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
956,231,24NSS101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
957,232,24HS104T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
958,232,24HS104T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
959,232,24HS104T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
960,232,24HS104T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
961,232,24HS104T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
962,232,24HS104T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
963,233,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
964,233,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
965,233,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
966,233,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
967,233,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
968,233,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
969,234,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
970,234,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
971,235,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
972,235,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
973,236,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-23,graded
974,236,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
975,236,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
976,236,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
977,236,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
978,236,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
979,237,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
980,237,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
981,237,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
982,237,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
983,237,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
984,237,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
985,238,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
986,238,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
987,238,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
988,238,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
989,238,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
990,238,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
991,239,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
992,239,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
993,240,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
994,240,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
995,241,24PH103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
996,241,24PH103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
997,241,24PH103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
998,241,24PH103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
999,241,24PH103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
1000,241,24PH103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
1001,242,24PH103P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
1002,242,24PH103P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
1003,243,24PH103P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
1004,243,24PH103P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
1005,244,24ME101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
1006,244,24ME101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
1007,245,24ME101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
1008,245,24ME101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
1009,246,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
1010,246,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
1011,247,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
1012,247,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
1013,248,24CV101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
1014,248,24CV101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
1015,248,24CV101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
1016,248,24CV101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
1017,248,24CV101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
1018,248,24CV101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
1019,249,24HS102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
1020,249,24HS102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
1021,249,24HS102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
1022,249,24HS102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
1023,249,24HS102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
1024,249,24HS102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
1025,250,24HS103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
1026,250,24HS103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
1027,250,24HS103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
1028,250,24HS103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
1029,250,24HS103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
1030,250,24HS103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
